MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,MeanMates,population,males,females,offspring,offspring_desired,offspring_realized,offspring_dropped,Rep,TotalOffspringBorn,Runtime_Seconds,Memory_MB
49.98018506744836,49.825338719194185,9.914286214247154,10.10811298861166,-0.011254046285728752,50.14199619520603,10.050707575090208,2.1727365982511047,1.1838119139012069,-0.10234125832932248,-0.35066184175565984,0.012125961375877048,-0.006597052334691989,-0.21448830622400633,-0.007462044437320555,-0.004762478209613146,-0.04263417421993121,0.02621511182716916,1.0,4.0122,1.0,4.0744,10000.0,5000.0,5000.0,173576.0,173576.0,173576.0,0.0,1.0,173576.0,27.380823833,14868.468566894531
49.68270632179036,49.952618154621035,9.532895183216914,10.144828047570577,0.02789508772320092,49.23656708501146,9.790839805948305,2.0614529188567867,1.1550761423930251,-0.08248831841769015,-0.34425581155031776,0.0048286637588923365,0.015907424615758843,-0.21803122673935293,0.018939624382556784,-0.03192979348935585,-0.028289770486314682,0.00793471559437628,1.0,3.8329811150066395,2.0,3.759,10000.0,5000.0,5000.0,184261.0,184261.0,184261.0,0.0,1.0,357837.0,27.380823833,14868.468566894531
49.18179016967881,49.74874348612661,9.553364531181325,10.092923708714993,0.01059999502784925,48.201006636916006,9.733420518412796,1.9593495355119497,1.1790955231823923,-0.07198161137943333,-0.38708803320184837,-0.007444439479494398,0.02651924059330605,-0.222583371426035,0.003819832628601007,-0.029343696427879845,-0.03631771621070229,0.012868255956685188,1.0,3.6859437094767133,3.0,3.6914,10000.0,5000.0,5000.0,184541.0,184541.0,184541.0,0.0,1.0,542378.0,27.380823833,14868.468566894531
48.71077626647966,50.23438074048765,9.578704022805818,10.237710195193467,-0.003501959157994525,47.08964072695059,9.842019800172807,2.0015927036128787,1.1808184595797393,-0.022769202679567332,-0.37312193303386937,0.0025888739569638595,0.011954519596754606,-0.20777076632756195,-0.0056553048183117785,0.027280008846569684,-0.09798429452032535,0.02694557052655126,1.0,3.5826125092859264,4.0,3.5892,10000.0,5000.0,5000.0,185339.0,185339.0,185339.0,0.0,1.0,727717.0,27.380823833,14868.468566894531
48.53506342599791,50.35661144388798,9.55198855295336,10.353555937225751,0.012349486804251856,46.28231123591518,9.853084969112443,2.027072245252591,1.1998612224294187,-0.02273010204860926,-0.3474669431339509,-0.00790554809568926,-0.02160898621533352,-0.19002121725282708,-0.03917081727784913,-0.015863864368592794,-0.07306942378957783,0.028321842060437,1.0,3.442278570662103,5.0,3.504,10000.0,5000.0,5000.0,186885.0,186885.0,186885.0,0.0,1.0,914602.0,27.380823833,14868.468566894531
48.75821867436381,50.53701942151,9.594014215145664,10.534804825021004,-0.011479875655203762,45.227847737582834,9.677248079480657,1.911516220740527,1.2058431901315978,0.00772579337796523,-0.35943284090947764,0.02664388307210117,0.01638255573271399,-0.18243940990729285,-0.07388957709138545,-0.02993310077696521,-0.06190456399428536,-0.005314111632467042,1.0,3.4134966775469526,6.0,3.4344,10000.0,5000.0,5000.0,190928.0,190928.0,190928.0,0.0,1.0,1.10553e6,27.380823833,14868.468566894531
49.0070714727311,50.640500405216024,9.375982509146622,10.767173341158772,0.0023782307659134614,44.300155211444725,9.77515231076029,1.8706997857844512,1.1681903377117613,-0.025059494231717074,-0.3315955895549581,-0.01131108287481992,0.03752448814468774,-0.19584425893320243,-0.04403991027541978,-0.0062001131163356695,-0.04018988470529801,-0.0053273749840615035,1.0,3.301827181164284,7.0,3.3528,10000.0,5000.0,5000.0,188627.0,188627.0,188627.0,0.0,1.0,1.294157e6,27.380823833,14868.468566894531
48.856760047047565,50.466772068775064,9.392980172034667,10.692606542305702,-0.022146331199494995,43.52538943763528,9.723042758990568,1.8679764938999806,1.1747080458629435,-0.021691762367650986,-0.3432405379993833,-0.020484293974022585,0.022121156291908226,-0.25165971650033214,-0.02931926730295631,-0.017942519518830545,-0.017178029152857887,-0.010126881234517177,1.0,3.3186813714676653,8.0,3.3324,10000.0,5000.0,5000.0,191851.0,191851.0,191851.0,0.0,1.0,1.486008e6,27.380823833,14868.468566894531
48.965997962204284,50.54195095322789,9.687327408910518,10.500737892585208,0.011723856899283467,42.370461789717126,9.652955004097807,1.9732187351966906,1.1941668461992034,-0.02313593895181538,-0.3522373698989823,-0.01068248460474973,0.025062378617669946,-0.15314332116968135,-0.06479137900330302,0.02666149146990223,-0.03709149390086603,0.005990301037530826,1.0,3.272199870911504,9.0,3.2952,10000.0,5000.0,5000.0,190544.0,190544.0,190544.0,0.0,1.0,1.676552e6,27.380823833,14868.468566894531
49.071585469123825,50.60487238101584,9.312575524281948,10.437252684056855,0.007200377110630177,41.82805197911007,9.72077316234988,1.9866915358329862,1.1704890319839505,0.013208217752497545,-0.3334351168251698,0.011640389891500782,-0.0037929796510356856,-0.19905782814422837,-0.007699989634555074,0.017550803119953554,-0.03815587296904168,-0.011558525406422701,1.0,3.2892576747546527,10.0,3.3372,10000.0,5000.0,5000.0,187641.0,187641.0,187641.0,0.0,1.0,1.864193e6,27.380823833,14868.468566894531
