MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,Rep
50.2635016472361,49.78669655150743,9.383967590662174,10.527754616265032,-0.04466176957485033,50.032273513330864,9.48341259219966,1.075,0.9325380376618986,-0.3024676357051028,-0.04369766276821173,-0.062396179918714205,0.027161127155589788,-0.30391797352531635,0.17035836079524974,0.02691124686299358,0.07479098547513399,-0.09689373040979962,1.0,2.0843216381041403,1.0,1.0
47.950233209326704,49.4585838056359,9.880812786306443,9.566056127323872,0.08181936312810903,48.09410442525962,9.729544444648614,0.925,0.9901383694380312,-0.005120444670498999,-0.1052365341496125,-0.016096348000950455,0.14993819405488112,-0.24210867967130975,-0.0031207618090211445,-0.04810744530904719,1.3227198945129012e-5,-0.07091941499365828,1.0,2.292106794550184,2.0,1.0
48.268811557758056,49.98838186880663,10.094358053031602,10.372492590262462,0.11483098912855025,47.07135335358067,10.30969663710824,0.9475,1.196557588435097,-0.02874242503539001,-0.20861527160507967,-0.04372418609994241,-0.18921039798483152,-0.089464204084486,-0.016597069824860117,0.025495806846076108,-0.1273809936781883,0.10407666347153643,1.0,2.279211784977911,3.0,1.0
48.27927076183752,50.222916103475924,9.480876860613225,10.168925777075442,0.17281989005150739,46.73404491414667,9.428197767818974,1.0425,1.0168856917056457,0.009273170193898589,-0.01328213133377192,0.09798259307205424,0.03401389855514401,-0.16480880244489593,-0.023042996334253312,-0.1049569667561847,-0.06852699131059566,0.04514579709915069,1.0,2.168860495965585,4.0,1.0
49.53786809307936,49.91657087360983,9.963023864859885,9.514627315441604,0.16551127203684454,45.998823522077146,9.452697942579876,1.3075,1.1666075720392386,-0.14523783316490882,-0.3009440342271131,0.18713570948923364,0.14470465168295799,-0.15497911333826472,-0.19194488554215172,0.03312869786608835,-0.05766568695921156,-0.08564022230321507,1.0,2.1346705529226693,5.0,1.0
48.70432019461976,50.52335596303642,9.700491648684617,9.932255357631451,0.021914669906854457,45.551059729180096,9.96609167525654,1.07,1.1097213918338165,-0.1789294510251627,-0.16442084642362803,0.0043737706136074105,0.09053375687977036,-0.04100435610774846,-0.14294997843482923,-0.039003259155093756,-0.028174468981660192,0.04625138224831541,1.0,2.136255959261396,6.0,1.0
47.58332870669352,51.87477362734261,9.038164432099824,8.877774196437555,0.08576779824720443,45.53118307428579,10.255306157226693,1.1,0.9863669036752097,-0.11992449709510035,-0.1563718314950729,0.0798630454520408,0.12049016983484416,-0.11875207224136793,0.07853154511664695,-0.017032595217842107,-0.030458134609376672,-0.07657276278800264,1.0,2.368784682624016,7.0,1.0
46.78791606237047,50.84031499757265,9.493478869103322,9.824869835222621,-0.01601727362797554,44.58551136550254,9.355500517547073,0.86,1.0825916096383765,-0.05474899580120571,-0.15588148154145492,-0.01625077472322874,-0.03340956254983559,-0.16738636370187554,-0.03901621082067225,-0.0921125041058481,0.03790644676972699,0.1742099990821474,1.0,2.338027032315844,8.0,1.0
47.61287961184082,52.10880383231597,9.401765275282937,9.701270234169185,0.015201365091890033,43.95932186182077,9.414163392031814,1.11,1.099077239485525,-0.1372674977735158,-0.19057789423951788,0.07293747147377612,-0.07300775254900663,-0.2713322262199818,0.07966095160555801,0.00739307852840782,-0.04608132390590803,-0.08574720874381922,1.0,2.499003976443308,9.0,1.0
46.807106055635515,50.62655817497935,9.686239259099375,10.367347067162436,0.11684402986726518,43.020613149728575,9.457300846337647,1.13,1.0566432192333473,0.06612666966891007,-0.17588517594734968,0.07395918318535852,0.05588023655364308,-0.18630687228954035,0.01451045011773993,-0.07008377451432432,-0.050038003918652915,0.05080678009468027,1.0,2.5925928762348316,10.0,1.0
47.52690005416067,50.82725604140946,9.685260042111333,9.71896995685225,-0.06677520236031821,41.60080311370662,9.418641944253451,0.955,0.984352651512248,-0.012742352908204826,-0.04574154721138859,0.10101469324951048,0.056565370622837244,-0.14718926069677177,0.037559682968553616,-0.037830403233951836,0.024901913146008897,-0.06479551327295428,1.0,2.5560125840113135,11.0,1.0
47.72072979709558,50.89300144482179,10.063545446003356,9.259170964279662,0.03271221252565349,41.58958679919951,9.754003173950892,1.14,1.1653229381396752,-0.014443346744960313,-0.26848475296168756,-0.03351691500771662,-0.060474638041660006,-0.10380105758612042,-0.028297134044471844,0.17769038398431786,-0.06892248550550713,-0.09835270118541897,1.0,2.245433707197118,12.0,1.0
48.322704655231426,50.39779214785759,10.316669819104511,9.168956486754105,0.1678463941056419,40.56422638500456,10.046200665451432,0.88,0.9826258017849422,-0.10205463290489852,-0.07082042695529348,-0.03061151755947652,0.1258601408067283,-0.20847276679216578,-0.02301543821515553,0.02383757245690802,-0.027172422286295683,-0.019080947332657274,1.0,2.508746625293441,13.0,1.0
47.90935195204974,50.00976145228699,9.363798938701173,10.138811064147982,0.13607041414296714,40.11608945429756,9.165680761672213,0.98,1.1265784443085773,-0.054756988994103306,-0.23423606225854132,0.0805942001729208,-0.008213670806140107,-0.10255483328841437,0.004709761736170624,-0.09015728741473487,0.040929260322970694,0.04403154676959618,1.0,2.333879799762162,14.0,1.0
47.76462071563834,49.68757222827282,10.138013075611351,9.15547113227323,0.0285741919448671,39.69629885659947,9.46780087991744,0.99,1.116598964191217,-0.030926699633274532,-0.2136301035959635,0.05448016174628062,-0.05056355263665218,-0.09569342570074921,0.02638725042445897,0.03858549496959634,-0.023124392170849283,-0.1758373739117076,1.0,2.187787006225525,15.0,1.0
47.18521659230409,50.17116854562988,9.679433982125989,9.836255825397018,0.040661225187957145,40.49151187935927,10.438470708090916,1.05,1.2092283687868406,-0.06448187183628114,-0.1521692671599363,-0.08765190175217978,-0.23534816598106387,-0.14909422943008216,-0.031236393214028248,-0.04677654274825105,-0.005154956004980955,-0.01707373658858791,1.0,2.565786398739809,16.0,1.0
46.55840182645384,50.610395030112755,9.429932223714832,9.329798682569848,0.10068937834375813,38.08325132823576,10.319028312155677,1.015,1.095264199964185,-0.03418744863420376,-0.11243168990205331,0.12082021227648466,-0.07809882687675905,-0.1710838154143865,-0.013839124838282046,0.10052351341007541,0.03388871076349643,0.1118129574516597,1.0,2.6391612808451566,17.0,1.0
45.73148345518729,51.22502548047104,9.801207999430702,9.452258984907834,0.19114814705885658,38.16000517053241,9.947710215807893,0.99,1.1364621955514114,0.04058788200429283,-0.18624991861997606,0.016713047521882886,0.1315223372771948,-0.1329667370974979,-0.1986703935269141,-0.054606820928363685,0.015168983809592236,0.0883898562575866,1.0,2.472895837867905,18.0,1.0
46.75417157915886,51.01607500162367,9.47251506326982,9.419670359290947,0.08391971561981595,36.31656071534802,10.154687440542306,1.05,1.1299715120243117,0.02716045530239679,-0.03868488526978069,-0.12653083103263554,-0.14069858764014817,-0.186723219313524,-0.10692120208458256,0.12054281687109515,-0.0596421278725159,-0.020612575783809765,1.0,2.586593003148489,19.0,1.0
