MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,MeanMates,population,males,females,offspring,offspring_desired,offspring_realized,offspring_dropped,Rep,TotalOffspringBorn
50.13348061606564,50.17294963233682,9.69329546163351,9.973285531470093,-0.0005330643011203375,50.077597496702815,9.954646718959921,2.1057318281816886,1.2155729087413536,-0.10261141685768133,-0.36606586970738697,0.0005283701603426709,-0.05668948666006911,-0.23059357779924122,-0.007967382083127953,0.00456424831363622,-0.04229996102950654,-0.0225503882873178,1.0,3.9634,1.0,4.0058,10000.0,5000.0,5000.0,177448.0,177448.0,177448.0,0.0,1.0,177448.0
49.550294149949124,50.188443251154524,9.249541418104812,9.992601250551177,0.011310246155382423,48.947489357426505,9.765032010132265,2.048275145292828,1.1380181483302334,-0.10638130855874345,-0.32301005669500904,-0.004576684040092512,0.015885572781236545,-0.2043065327399024,0.03056984552123651,0.012835705399703546,-0.037775189458918154,0.002739093430592584,1.0,3.770362312840947,2.0,3.7592,10000.0,5000.0,5000.0,181400.0,181400.0,181400.0,0.0,1.0,358848.0
48.92208527449223,49.87289095539911,9.391962475988883,10.113603583027851,-0.009754369929537245,48.04097652484115,10.004715163390623,1.996607620550566,1.1871161373418104,-0.06439480380051156,-0.36255878472428305,0.0308469132484934,0.018052605588221055,-0.18280232251731057,-0.029388627485514688,0.0014933250512708235,-0.047919467435368665,-0.023433453242687738,1.0,3.6310304844350227,3.0,3.6256,10000.0,5000.0,5000.0,187634.0,187634.0,187634.0,0.0,1.0,546482.0
48.656604413053905,50.21864236155172,9.501610890354206,9.948143027519063,0.013878348037521882,47.16880268456626,9.885775135769718,1.9539231573697644,1.1684842482136828,-0.0362292140427323,-0.3512014205665294,0.028251311438758978,0.013032950075434542,-0.18224519293632763,0.0022363361384590144,0.005793487436686566,-0.04295826977773669,-0.01730587723192875,1.0,3.485469278966564,4.0,3.5076,10000.0,5000.0,5000.0,189498.0,189498.0,189498.0,0.0,1.0,735980.0
48.39615678414077,50.26534017216628,9.51209770711417,10.227396170641901,-0.013140540739791446,46.620999533176246,9.95797466103277,1.9903176929599011,1.2259442791452553,0.0031786497379638163,-0.3678161084686715,0.009505877730609995,-0.04765645770075482,-0.18390697279184884,-0.04353467904252145,-0.03907447410641169,-0.06599205456887709,-0.008034679505654426,1.0,3.4155692411837357,5.0,3.3714,10000.0,5000.0,5000.0,194704.0,194704.0,194704.0,0.0,1.0,930684.0
48.631903099256434,50.3850298617355,9.428695713370846,10.42529931356184,-0.0008066418380559561,45.854815848833674,9.898316750895715,1.9442041088915636,1.1781150850504412,-0.006089224235799535,-0.3446562133948697,0.024687368084879785,-0.023774994958011105,-0.2046721235776124,0.010050362280773021,-0.0056688193349021905,-0.037725304378546536,-0.01712475197760629,1.0,3.3842459106316514,6.0,3.3612,10000.0,5000.0,5000.0,194866.0,194866.0,194866.0,0.0,1.0,1.12555e6
48.7515963741807,50.490692027997284,9.57787996330421,10.34327444934008,0.01577933857219314,44.78211976067884,10.04825204781782,1.9992643849913687,1.2214078997695899,0.002907077579921832,-0.3825095386792175,-0.00736436899163183,-0.0036598858797545404,-0.16246403541757795,-0.06072651814431159,0.0008951697500415251,-0.045735539018969144,-0.007337237534914878,1.0,3.2679532073309865,7.0,3.3276,10000.0,5000.0,5000.0,194581.0,194581.0,194581.0,0.0,1.0,1.320131e6
48.772069695323566,50.416826360873166,9.59106278169747,10.325145583246048,-0.01397565722706326,43.76476536803271,9.737343774210988,1.8497966242651218,1.204351365197445,0.020146881713725945,-0.34248566524518964,0.0011296043355869022,-0.030699883477673613,-0.16303442720681327,-0.03679901044148728,0.016489430884475718,-0.03819572380810152,0.008812700672230203,1.0,3.2435752539897162,8.0,3.361,10000.0,5000.0,5000.0,192863.0,192863.0,192863.0,0.0,1.0,1.512994e6
48.71658769388847,50.356931624668746,9.415910770712784,10.17217746262091,0.0028050074869803423,43.20288398937704,9.553148252939502,1.9440529281238113,1.187182915660342,0.003165763365120635,-0.35710216325795846,0.004029109634405771,-0.029796338664436112,-0.1737908056772639,0.008770748311458994,0.0016075820213703176,-0.05562238878648714,0.019608369034737345,1.0,3.243679709263589,9.0,3.2242,10000.0,5000.0,5000.0,194365.0,194365.0,194365.0,0.0,1.0,1.707359e6
48.792410199080905,50.257685379250496,9.530311372975033,10.204636334577934,0.03527194036666732,42.77212727470981,9.764832815325914,1.9383236697352066,1.1987032209362158,-0.03446653168048896,-0.3608059194353826,0.02781669029517525,-0.012607346245382655,-0.1609364556111488,-0.028141105832235985,-0.011257451010720555,-0.050841512450965534,0.002617576871075086,1.0,3.2784211599710047,10.0,3.2202,10000.0,5000.0,5000.0,189221.0,189221.0,189221.0,0.0,1.0,1.89658e6
