MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,MeanMates,population,males,females,offspring,offspring_desired,offspring_realized,offspring_dropped,Rep,TotalOffspringBorn,Runtime_Seconds,Memory_MB
49.818174206174696,50.10592862555721,9.921220972578912,9.934233921677523,-0.0037320158149364534,50.234794045957415,9.977656372036973,2.241995801340752,1.2099533591018783,-0.1065266160287989,-0.3799164039134599,0.028134241032519023,-0.021496952750067223,-0.2348306294371256,-0.016780943116662617,-0.0034864614097830453,-0.04969873301091019,0.011866232854130528,1.0,3.9778,1.0,4.0102,10000.0,5000.0,5000.0,174720.0,174720.0,174720.0,0.0,1.0,174720.0,58.458392292,168.34841918945312
49.559490344256965,49.88098683183208,9.259280525866963,9.965362661532184,0.012422874103465912,48.89360375526377,9.669382915750273,2.0426486752620536,1.171300185647489,-0.10203100128975277,-0.32004312176106314,-0.0286178226697155,-0.015369936815413966,-0.19550133758958335,-0.00961375539894858,-0.0125869910289909,-0.031281022351993204,0.04456436932431426,1.0,3.75015497198822,2.0,3.7384,10000.0,5000.0,5000.0,181288.0,181288.0,181288.0,0.0,1.0,356008.0,58.458392292,168.34841918945312
49.42415091957335,49.38440137156382,9.40863620811489,10.141708451480639,0.015220377745249798,47.973862576204674,9.838506161447128,2.067318311775745,1.1502953999530607,-0.11182065994974422,-0.32797504454175475,0.014205721412974107,0.03072029232835982,-0.19435464619678042,-0.004440207212579299,-0.01836422926181288,-0.03693331060127706,-0.004504860061761306,1.0,3.6418170624822888,3.0,3.6816,10000.0,5000.0,5000.0,180450.0,180450.0,180450.0,0.0,1.0,536458.0,58.458392292,168.34841918945312
48.882132349330426,49.3096505105405,9.460977437257052,10.48366861178721,0.003192686446129622,47.35772643345266,9.891100859688686,1.9150635148283277,1.1515220968575202,-0.08013202662069922,-0.36652071518890905,-0.004871284976286863,0.05100280600091726,-0.21695378702291565,0.011519787005287883,-0.014096481767642046,-0.04431526194391019,0.032995731129183754,1.0,3.563867722788026,4.0,3.527,10000.0,5000.0,5000.0,189011.0,189011.0,189011.0,0.0,1.0,725469.0,58.458392292,168.34841918945312
48.39925024159335,49.11473000004668,9.615749949097804,10.388863700649011,-0.001190333300236886,46.27105925596765,9.913785153587392,1.9998948667514962,1.1836085642724388,-0.07536894322641347,-0.33255807608431776,-0.002746299153939438,-0.027654707402724573,-0.17629840252063927,-0.009131363327685018,0.036662365757191256,-0.037578369393751636,0.014994429807353875,1.0,3.484723814191947,5.0,3.4664,10000.0,5000.0,5000.0,184364.0,184364.0,184364.0,0.0,1.0,909833.0,58.458392292,168.34841918945312
47.848616507240706,49.27904372821168,9.637550777053347,10.665120024300828,-0.0008593752133828895,45.626822852669086,9.91803558027336,1.9474107172974757,1.1593646494946708,-0.021409788383532625,-0.3249240299812887,0.03089193427259697,0.028950537112885096,-0.18816301345609446,-0.02631612701916991,-0.0073465951241023794,-0.06547479615789548,-0.021732495966038174,1.0,3.444837923847677,6.0,3.386,10000.0,5000.0,5000.0,193509.0,193509.0,193509.0,0.0,1.0,1.103342e6,58.458392292,168.34841918945312
47.91855912907869,49.33657034667344,9.239940184192335,10.612828068182838,0.014003246497312858,45.06626348471516,10.017631434118817,1.9234508981006158,1.1809806828587555,-0.06269772329925208,-0.3450405305429635,0.02522212928747181,-0.04145663913634694,-0.22312586939989193,0.021290837342298644,0.008892757026557226,-0.04315812672883136,0.006905223658847272,1.0,3.42682708382697,7.0,3.4016,10000.0,5000.0,5000.0,195120.0,195120.0,195120.0,0.0,1.0,1.298462e6,58.458392292,168.34841918945312
47.69342985478873,49.16569746878017,9.526860837754631,10.452948507291495,-0.008843587448354728,44.23721574781613,9.78986293010718,1.8515776773519335,1.1555339941090035,-0.026365907406854103,-0.31685015704278263,-0.02949630284329282,0.006943383016975494,-0.18184047089095925,-0.0006199999004758535,-0.03216119403624461,-0.002441148710528599,-0.034255993820929566,1.0,3.3106280555298007,8.0,3.3352,10000.0,5000.0,5000.0,192941.0,192941.0,192941.0,0.0,1.0,1.491403e6,58.458392292,168.34841918945312
47.52020193755242,49.32666583178402,9.438510029128711,10.474524357792369,0.008346844295216595,43.73993442249896,9.99664106572027,1.902865805061272,1.1446446680950861,0.0012668131837905666,-0.3394210102406657,-0.0207763751841424,0.026745622479617388,-0.18934042733562179,0.020762278468799356,0.0005355354548902895,-0.05667005007486062,-0.0183765147965982,1.0,3.2538314151051773,9.0,3.2424,10000.0,5000.0,5000.0,195213.0,195213.0,195213.0,0.0,1.0,1.686616e6,58.458392292,168.34841918945312
47.494685036985175,49.48543915510271,9.321567659232064,10.366165662230365,-0.010204025212907857,42.65150956562153,9.793765349402754,1.9245661876387883,1.1924289774220629,0.024515037612184955,-0.3438371807704294,0.025689821522866186,-0.002812369339620254,-0.1654720365338933,-0.042617494247832594,-0.011445277510895947,-0.07613856354833702,0.02555044621195086,1.0,3.2813483362217086,10.0,3.2766,10000.0,5000.0,5000.0,188895.0,188895.0,188895.0,0.0,1.0,1.875511e6,58.458392292,168.34841918945312
