MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,MeanMates,population,males,females,offspring,offspring_desired,offspring_realized,offspring_dropped,Rep,TotalOffspringBorn
49.01638179405106,50.19755581038239,10.353953820645593,8.912772715079834,-0.038389652079977875,48.97251660817424,10.435881079193344,1.5870081280598625,1.3123398600583764,-0.03155972700196498,-0.4964211528463599,-0.01955022606430001,-0.23185964173044551,-0.2895854624928395,0.11213749048583324,0.04731996221100747,0.03019141645491054,0.02648437439114396,1.0,3.9,1.0,3.255,400.0,200.0,200.0,411.0,411.0,411.0,0.0,1.0,411.0
49.938189705167396,49.70125813892117,9.748820300757023,9.283804483791133,-0.0012128689615483281,48.22660989742467,10.402252128807639,1.7995188239902193,1.133817652609557,-0.1800915655378016,-0.3206193591868759,-0.05406896656618707,-0.005866348515627456,-0.35569871456258023,0.06572116331096463,0.016430125564831078,0.01627057804862394,-0.05487671826473006,1.0,3.906466173688427,2.0,3.22,811.0,411.0,400.0,862.0,862.0,862.0,0.0,1.0,1273.0
49.45945987644262,49.7830056417263,9.516122240668949,9.74911704103353,-0.062406294469045394,48.2436877460143,10.40340563203325,1.633106575963719,1.2236136664644364,-0.028844044266091974,-0.3683512796091143,0.03609378047412375,-0.056568367013116655,-0.28256021384891383,-0.00754885397325075,-0.004008866859902477,-0.08188995535428391,-0.025211741293934727,1.0,3.9142101957966284,3.0,3.224,1000.0,500.0,500.0,1050.0,1050.0,1050.0,0.0,1.0,2323.0
49.12172673344313,49.65458825139561,9.989221469503855,9.747357510597057,0.0214295014529238,48.04412750399022,10.419545564741922,1.8352360961455916,1.2430929505949844,-0.09617164123024317,-0.4415735072241167,-0.05825831999887638,0.030325327445941533,-0.17741969187171405,-0.08034456932963745,0.012381754863816466,-0.0705298296665924,0.004459685775931224,1.0,3.8328908554931513,4.0,3.214,1000.0,500.0,500.0,1009.0,1009.0,1009.0,0.0,1.0,3332.0
49.88616032255097,49.20772188133988,9.896632475424319,9.866347450245213,-0.06793430426688953,47.32979068340652,10.446635174812242,1.5491714477539056,1.164793498036738,-0.08081297922229785,-0.34988034590734535,0.021165641612422417,0.00817100316799445,-0.2488189825563143,0.022873041861246092,0.039618029030751095,-0.05796871919050521,-0.10630321478228527,1.0,3.778032495106376,5.0,3.15,1000.0,500.0,500.0,1024.0,1024.0,1024.0,0.0,1.0,4356.0
49.837824621181184,49.29663417031034,9.530080595942685,10.501737110749895,0.06638562864222104,45.59341424223382,10.854493861263988,1.5227142740785624,1.183837681486326,-0.06422717347950527,-0.27666065695826436,-0.02625445326607363,-0.03236058961609997,-0.27759924761161975,-0.07153920859479206,-0.028614867816281458,-0.01506889871319041,-0.1013038982309903,1.0,3.6568595310032497,6.0,3.208,1000.0,500.0,500.0,1057.0,1057.0,1057.0,0.0,1.0,5413.0
49.01645859014496,49.02932540000085,9.761259320904973,11.041614348896434,0.0013369943077499752,45.215018882991416,10.80737597779381,1.5990915152832472,1.1008188693028762,-0.12828487812332276,-0.21090203019611578,-0.06627948387765922,0.04794339348999361,-0.2669377785808841,-0.03108281768865897,-0.09357190142732875,-0.007965928266357693,-0.057577498337091505,1.0,3.527420872173469,7.0,3.136,1000.0,500.0,500.0,1042.0,1042.0,1042.0,0.0,1.0,6455.0
48.88005311274698,49.47010796552206,9.780571775107699,11.447805862053434,-0.049768946186250974,45.05747931085763,10.964188955097082,1.7667331202364123,1.24672804472141,-0.07743116831838999,-0.31344598789095174,-0.014340299477340326,-0.06646098096861267,-0.20804894943496927,-0.1121807718683022,-0.001437773528138067,0.09301571155657368,0.055686364297335256,1.0,3.5201733339553094,8.0,2.986,1000.0,500.0,500.0,1038.0,1038.0,1038.0,0.0,1.0,7493.0
48.538825088432034,48.98612617080012,9.849398864239701,10.908704946806242,0.007446404379045623,44.98778975559136,10.479238020046813,1.5627349653361668,1.1814044653174942,-0.10272483400254508,-0.24377198677772965,0.12708826384236993,-0.0572065662903637,0.009422199610883895,-0.06303103944148242,0.019540485697478453,-0.0703436458821751,-0.07744675658116355,1.0,3.6715303603413587,9.0,3.1,1000.0,500.0,500.0,1021.0,1021.0,1021.0,0.0,1.0,8514.0
48.1277984451977,49.09152986873355,9.635505340955559,10.68797371422978,-0.025684081394923636,45.05034790704725,10.223660812505916,1.6612885450417685,1.1125101251074314,-0.007401392877676487,-0.324189445015073,0.0060388308771385625,-0.003076436789774967,-0.22469596061961994,0.10093472198712919,-0.006377602816909945,-0.07752706716170672,0.06867617353212417,1.0,3.6297003262775034,10.0,3.264,1000.0,500.0,500.0,1065.0,1065.0,1065.0,0.0,1.0,9579.0
