Generation,Rep,MeanRSC,MeanMates,cor,MeanCount,MeanMale,MeanFemale,RSC_Mates_Diff,RSC_Mates_Ratio
38.0,2.0,1.0520113995003806,0.965,0.9211818410339522,3.8681713035526375,3.610061327182858,3.936096809325005,0.08701139950038062,0.9172904404441777
39.0,2.0,1.057077239507003,0.965,0.9361313612113882,3.6922814597712392,3.173287739173742,3.833321414307565,0.09207723950700297,0.9128945018720243
40.0,2.0,1.050703477500882,1.07,0.952434500185729,3.696104155111271,3.389573645998773,3.715135388879856,-0.019296522499117952,1.018365336093695
41.0,2.0,1.0593680164630128,0.995,0.935546189129588,3.656946721986918,3.248625361063032,3.825915447380244,0.06436801646301282,0.9392392299345388
42.0,2.0,1.054462246412622,1.085,0.94824070172186,3.6260892200002273,3.320250911327044,3.864816649802569,-0.03053775358737787,1.0289604997156325
43.0,2.0,1.0677188087083689,0.965,0.9441128510557288,3.764263978208074,3.586544043044132,4.207869382470669,0.10271880870836891,0.9037960108311391
44.0,2.0,1.0732287650780727,1.09,0.9377545045971414,3.810993188420816,3.5398378995028184,3.928659232152424,-0.016771234921927336,1.0156268965831412
45.0,2.0,1.063114947403186,1.12,0.8995373677748417,3.8739121900069575,3.549133613744472,4.184082810946177,-0.05688505259681409,1.053507904047219
46.0,2.0,1.0610246546764095,1.065,0.9430940396516276,3.8299364219931737,3.677543761900676,4.249080261141831,-0.003975345323590451,1.0037467040054813
47.0,2.0,1.0710340776159482,1.0,0.9303272676310688,3.902331146993212,3.4873408524052163,3.9758853194814514,0.07103407761594815,0.9336771078525667
48.0,2.0,1.0676794535706078,1.03,0.9192751427137066,3.5199649391183216,3.602188766856236,3.939570956044176,0.03767945357060776,0.9647090206291808
49.0,2.0,1.073089640007289,1.175,0.9339630738548392,3.884943673477037,3.923617232096487,4.318583156590207,-0.10191035999271114,1.0949691024805894
50.0,2.0,1.0567138150952031,1.145,0.924961149087041,3.607416987737107,3.6252304231843455,4.2709113228297255,-0.0882861849047969,1.0835478666443317
51.0,2.0,1.070676537592847,1.12,0.9316907832860076,3.7726404154197737,3.664688545587842,3.936148809142306,-0.04932346240715302,1.0460675663240409
52.0,2.0,1.0919157045219918,1.01,0.9308075615003396,4.08814514142962,3.9090156989687688,4.467189352205901,0.08191570452199182,0.924979827487826
53.0,2.0,1.095800118405079,0.95,0.9263139923782332,4.203881011325822,3.924298487236176,4.652908466522274,0.145800118405079,0.8669464294115162
54.0,2.0,1.0937642483148269,1.01,0.9409367224727342,4.075824146284907,3.8020357776175966,4.569758347573066,0.08376424831482687,0.9234165420529302
55.0,2.0,1.101624335736437,1.095,0.9430778169647888,3.9643172444109824,3.709631294701957,4.348623012124819,0.006624335736437059,0.9939867561730935
56.0,2.0,1.1117758006722165,0.935,0.926215626424681,4.067758079494861,3.858497313574112,4.273276792924031,0.17677580067221643,0.8409968983266842
57.0,2.0,1.1027179277922254,1.085,0.8926984837002548,3.93859289789536,3.971888819824321,4.555883941433901,0.017717927792225474,0.983932493210028
58.0,2.0,1.1246924284224185,1.07,0.9170915950404608,3.958701728946366,3.858754530724602,4.545193947114097,0.05469242842241839,0.9513712131065608
59.0,2.0,1.1100773722993384,1.15,0.9190363708230128,3.838333709638752,3.517353280118406,4.326566800972634,-0.03992262770066146,1.035963824411598
60.0,2.0,1.134454283933192,1.07,0.9396425004164816,3.750317160802615,3.778099603508976,4.247774171302426,0.06445428393319186,0.9431847674727565
61.0,2.0,1.0922231527930797,1.065,0.9191785535182022,3.9288835237138926,3.5643712394482283,4.228420465206264,0.02722315279307974,0.9750754662877604
62.0,2.0,1.1116711683867484,1.2,0.9440294642804116,3.7810938273596,3.559016520024898,3.986296483605512,-0.08832883161325156,1.0794558985832419
63.0,2.0,1.0921065331189324,1.085,0.9220522476231698,3.5021827410556505,3.2838501925361414,4.194483413694479,0.00710653311893239,0.9934928206146364
64.0,2.0,1.0759428512422182,1.12,0.9061379076134304,3.573061386296345,3.3479646584032485,4.225689984659289,-0.04405714875778188,1.0409474803489016
65.0,2.0,1.0934280452067064,1.005,0.8895551928778879,3.844486172555144,3.803876091273489,4.456685296824015,0.08842804520670655,0.919127696061619
66.0,2.0,1.1020886782774786,1.17,0.9342101294416124,4.029797501835388,3.615511863958983,4.317169001585014,-0.06791132172252135,1.0616205601791173
67.0,2.0,1.0891826663522246,1.115,0.9411244214454032,4.2958091462541566,3.745717106996376,4.410596734488986,-0.025817333647775387,1.0237034011331085
68.0,2.0,1.0827110193967993,1.09,0.9058044394550244,3.775963764298495,3.671514042902712,4.265513806237316,-0.007288980603200823,1.0067321570323184
69.0,2.0,1.0762403115621353,1.19,0.9350300469730918,3.722536730448753,3.4885168800175275,3.992060227466309,-0.11375968843786466,1.1057010104673977
70.0,2.0,1.0844502316587556,1.115,0.9302550491840248,3.746905619225481,3.302118926651332,3.8703801124992254,-0.030549768341244343,1.0281707426024669
71.0,2.0,1.111125507505354,1.15,0.9136746668335212,4.027508025879086,3.658237613542898,4.2108118941613295,-0.03887449249464581,1.0349865899325135
72.0,2.0,1.103024208427282,1.085,0.9228363272562125,4.386213595824272,3.784536030570916,4.664683261480536,0.01802420842728214,0.9836592811929473
73.0,2.0,1.099210099398266,1.1,0.9420019427940264,4.135347022092328,3.666786984154125,4.372315047085633,-0.000789900601734006,1.000718607482015
74.0,2.0,1.1211826677631274,1.055,0.8986460568781051,4.115190183367244,3.531222004648737,4.228818988108937,0.06618266776312742,0.9409706645794226
75.0,2.0,1.095424738530239,1.085,0.9362724266117296,4.176854710092151,3.664787973824651,4.450399741439779,0.010424738530238953,0.9904833822319677
76.0,2.0,1.082012544399516,1.18,0.8908146469471174,3.721406048157645,3.304855686936956,4.201671677192038,-0.09798745560048383,1.0905603692930048
77.0,2.0,1.0645400339650994,1.06,0.945274363901701,3.7325899258621487,3.4543809683137643,3.7296622825377583,0.004540033965099388,0.9957352153791821
78.0,2.0,1.0574521785000528,1.14,0.9212675715542532,3.734369940499259,3.545382947045154,3.7965463908353176,-0.0825478214999471,1.0780629357793157
79.0,2.0,1.0818896856116256,1.03,0.9384142421282164,3.716473805308768,3.504238151917864,3.8003639238771054,0.05188968561162555,0.9520379144919099
80.0,2.0,1.0652769265389648,1.045,0.9256612781316232,3.980247757614511,3.722319121093781,3.885457626544826,0.020276926538964846,0.9809655817808393
81.0,2.0,1.0606315360041494,1.05,0.896446901847538,3.770304835990221,3.711592752048072,3.912127904003955,0.010631536004149345,0.9899762211067165
82.0,2.0,1.0693302955469148,1.115,0.9031866555728651,3.872603728282308,3.450225359546548,4.031593557194692,-0.04566970445308516,1.042708697811397
83.0,2.0,1.0595574615038534,1.07,0.8829407034043527,4.04894355248173,3.638399364788428,4.0984658145719655,-0.010442538496146625,1.009855566003306
84.0,2.0,1.0538139880093695,1.06,0.905634455217986,3.895643313054854,3.6766769469023735,4.011681557458819,-0.006186011990630513,1.0058701175549167
85.0,2.0,1.0870611857494787,0.98,0.930242279944627,4.068233992084413,3.9040210638137216,4.534626364344919,0.10706118574947876,0.9015131924927804
86.0,2.0,1.0848991139539352,1.095,0.9309309312164746,4.412676233849184,3.96481363050787,4.620493192920929,-0.010100886046064739,1.0093104381007851
