MeanMale,MeanFemale,SDMale,SDFemale,cor,MeanCount,SDCount,is,int,BMale,GMale,BFemale,GFemale,BSperm,GSperm,GMF,GMS,GFS,a,MeanRSC,Generation,MeanMates,Rep
49.928045245680806,50.640815584935744,9.80212111908291,9.986826018220718,0.0005810702542816163,48.378983856479444,10.850792878737758,1.5383491599707813,1.0866407840208194,-0.18325209401880613,-0.217804757934503,-0.06951965273484992,-0.0797281614610199,-0.2803354207719116,0.14737385077708634,0.04942561055121984,-0.10869888002090684,0.022198968273739367,1.0,2.18094719812587,1.0,1.94,1.0
36.111038228110985,36.21903473244168,22.53921234298657,22.52294268400518,0.8650956918195927,35.52726103557497,22.539482160813773,1.2674444103328797,1.2988323551778838,-0.20286376902380662,0.13961320526921997,-0.08184210082818542,0.6634074188240573,-0.0973083049155246,-0.07864061471876184,-0.6167103119335416,-0.07641836102766314,-0.07613762494130728,1.0,1.9767288486345687,2.0,1.955,1.0
27.137435449999074,28.491668114282774,21.257403044633094,22.954215090163917,0.8930714237308192,27.53114593666956,21.398669715642317,1.312816663539126,1.2515152394622435,0.25714503872988115,-0.664149077571275,-0.10604466913600798,0.3161912276447469,-0.19854014987039753,-0.6925628585228092,-0.05087697249311506,0.005743801735087585,0.34756325192865595,1.0,1.7318865034118391,3.0,1.65,1.0
20.82755949486319,22.087617844481166,19.17584777006061,20.67722140092095,0.8977809517569323,20.627276338127977,18.876637857779013,1.5711662075298438,1.126465402248445,0.008469717779261386,-0.2214478456638639,0.08604704729366232,0.18832174175751773,-0.2740169746205968,0.6339640141092663,0.18373840953940135,-0.10149018774320748,-0.5666057147983404,1.0,1.5473251906467436,4.0,1.56,1.0
13.67788295898044,15.057042793816027,15.616279845325458,17.428340976895846,0.9049321515552536,13.536250340572089,15.386417661107062,1.2766620498614958,0.9316347714043265,0.47506246950397746,0.3905206539366609,-0.23584046195187156,-0.13244007705313973,-0.21936828534116457,0.1650759068237019,-0.36044652379225295,-0.6019813260358764,0.8299628638606115,1.0,1.3906026570618264,5.0,1.445,1.0
11.072163663227348,12.285731719187714,12.914980992429646,14.722279406277089,0.8874713840158545,10.976634366948156,13.245762802695369,1.5899885824169218,1.0071431232500168,0.031604470143360486,0.3665008911189329,-0.047831270240683774,-0.16949480756753915,-0.07274454968750563,0.0332250908123433,-0.3219950181843026,-0.09140488573764631,0.2809684942084559,1.0,1.386064140633249,6.0,1.27,1.0
8.142310486549516,8.402446121978812,10.54233335128864,10.254605588042784,0.853541355533479,7.8242090554358406,10.04849642566496,1.3017306683759686,1.0765921477853344,0.1691269866265693,0.09555220003888745,0.378064633876283,-0.5271053386588019,-0.534644152610376,0.5229002873273705,0.21869927617696774,-0.48721218227984764,0.13306937664093307,1.0,1.2635870681508488,7.0,1.31,1.0
6.391755460860112,6.538873682124973,7.732039951623758,8.03035151993809,0.7854149194017126,5.827679266664428,7.601246337655331,1.4209104938271608,1.068864274200839,0.16216788907616236,-0.3628405221927427,0.0028160619243858464,-0.3010144567663425,-0.1952002074447227,-0.09196683877699716,0.18167271538297453,-0.05683572777488356,0.26143340934324644,1.0,1.2212832537208833,8.0,1.255,1.0
4.833414835738236,5.1242100779908535,5.772008380390788,6.454467125705054,0.7076835840849197,4.352325080958744,5.544327848404234,1.467141902428158,1.1204629487202995,0.1561303375824747,-0.2609874832646804,0.09174246217756155,-0.20414764039823477,-0.2766704617954521,-0.12123047890905837,0.09262433683733359,-0.06817736439686642,0.19708754166319628,1.0,1.1403871202590752,9.0,1.19,1.0
3.7604484212522937,3.607233061644388,4.5603543582039014,4.547552978198596,0.6879285489881376,3.2127548578760434,4.20499535185258,1.4250440917107585,1.0631193861862978,-0.15515274413151828,0.044345040408110874,0.11956771855220902,0.4061616012947586,0.1057513364615558,-0.13756809355386504,-0.3024828203937877,0.268128051509375,-0.2507976293325117,1.0,1.1266119440216054,10.0,1.05,1.0
2.8837491107190156,2.9008703411521153,3.8163290056657626,3.6685688395264022,0.673442898842288,2.415026610725216,2.782316271819629,1.1896626297577853,0.9753148873785291,-0.1055030106533662,0.1154724106228227,-0.08377002104584508,0.20870096021767376,0.13628218013548415,-0.08162126327913491,-0.14813963807237915,-0.08562705356866515,0.09084635058890773,1.0,1.0867471070718775,11.0,1.025,1.0
2.425549875282956,2.666307461521383,3.2695549718053485,3.198432450335594,0.6132808673848978,1.969441765282038,2.1051419925309776,1.4614049228098462,1.086979706139706,-0.24330992026001944,0.03383637632319286,0.388154082653517,-0.33043675051602805,-0.1809147299974157,0.01938180380865084,0.05878941506470686,-0.017824513040435808,0.04673748462718697,1.0,1.0512833087743503,12.0,1.1,1.0
2.286583067761784,2.132879840061022,3.0762651772786787,2.8351795196764775,0.737689446380266,1.8243641644147572,2.129940339830634,1.1256147888518284,1.0660950895417307,-0.1977002114828188,0.08127590091827228,0.2250806783992384,-0.10379220184811308,0.08251245587235864,-0.10348362547844084,-0.0654066102443177,-0.02839921130530311,0.11526439030518978,1.0,1.036661610761641,13.0,1.165,1.0
1.9382285114640099,1.950406695331833,2.718910371395086,2.3674720006627132,0.7537300095734714,1.5913109985249991,1.7972863534847698,1.5423728813559328,0.9172115438580245,-0.21198936670495086,0.07337150556935669,0.13549971805528413,0.03662306034939058,-0.17325877045155816,0.2218881986452084,0.04296829454070822,0.06615378834957417,-0.27245483495001077,1.0,1.0320040833843422,14.0,0.9,1.0
1.7314030804249643,1.8852456888335976,2.556265409467124,2.6107765363412367,0.705263339325759,1.555788606480932,1.7714161830359794,1.6875,0.8329043882772371,-0.7173111995497966,0.34992983141021544,0.037419191926951714,0.2566373241066124,-0.014990652013499082,0.23892986582787684,-0.052351317946611256,0.06360743401270143,-0.4222906058069671,1.0,1.0220481349438366,15.0,0.97,1.0
1.689157372708625,1.741217309370292,2.5847112880331524,2.3934269780800324,0.7747503369777723,1.5190504991762148,1.7882143292972588,1.2671690131535462,1.0061317055027477,0.2541694051347716,-0.48533685955063394,0.07356751531861616,0.1066851533842322,-0.27020900504968043,0.21560893287383423,0.18126152533513623,-0.026564299000218613,-0.07982105427893517,1.0,1.026905859939041,16.0,1.06,1.0
1.611672904929457,1.562619724121932,2.536986834588725,2.0962070871655483,0.8752603296543692,1.5214386186420097,1.7457389979353675,1.2656,0.9441646528740102,-0.9096364981027333,0.655628062002039,0.10475536842087468,-0.17795444754754308,0.34961201399924485,-0.12978792818646886,-0.20049253415609214,-0.24717518302067876,0.3452274768822981,1.0,1.0161289735249805,17.0,1.005,1.0
1.683606161267819,1.5600422325697574,2.7569698710452206,2.1416612866286417,0.8344185344994554,1.4967384186841288,1.7441239070827368,1.3749999999999998,1.1381519062924486,0.31606724276248144,-0.5968900671911672,0.2661802540172634,-0.19311737256880704,0.07314621370802186,0.11549750100884097,0.2802499220243183,-0.052807742272021695,0.002500269135435023,1.0,1.0139994192244544,18.0,1.015,1.0
1.6497460399604729,1.5869576856523928,2.4880776781205514,2.206513708008113,0.7600179702790829,1.6388777820124927,2.2150782069858055,1.4052674012362274,1.00409711437227,-0.14737053219843588,0.21888836354613153,0.5269246282098482,-0.10673063850598062,-0.27132932688128086,0.12210833417799688,-0.10323141613286978,-0.11054651755019289,0.07481230333454152,1.0,1.0145093239248648,19.0,0.915,1.0
1.6547866140212302,1.574604887915791,2.4232326802935398,2.129701101301535,0.7978559896319393,1.4737291559889922,1.6316047091149022,1.2109601247493873,0.9016076475423134,-0.3082498483948917,0.007049380190799229,-0.08947838483117437,0.1353665295203176,-0.20447743702657944,0.15606810044270808,0.066901641007059,0.09953000327667191,-0.2568502160119387,1.0,1.012331169256838,20.0,1.055,1.0
1.7018068562060973,1.5865359176191327,2.8330040983740643,2.124968739516888,0.8278189144629502,1.4862514593592824,1.7621119734601196,1.4196597353497167,0.9528749385877621,0.17668458974039572,0.40681211585340316,-0.6291526606344308,0.671522585473753,0.30558148762303106,-0.31778006458712676,-0.5751435449284535,0.027909943111179992,0.16092298457483598,1.0,1.0073728941102924,21.0,0.855,1.0
1.6393653381283977,1.621284580346194,2.5819560807137694,2.190406301974994,0.7738052598083951,1.4712664755044673,1.695273595316332,1.4082763299225503,0.9944125140563267,-0.47934727933472776,0.31986520749113245,0.20035486005431846,-0.1400834912484328,0.18245421299226572,-0.06233705003355352,-0.0687457433892492,-0.04109570980017966,0.04839746737459815,1.0,1.0058967372605823,22.0,1.025,1.0
1.6618680220533566,1.5427833253792427,2.5355266650146926,2.110835834255001,0.8580244270734665,1.725834070722829,2.06488769572288,1.4007924946098707,1.0604578886064973,-1.0075811864462045,0.4544967244559543,0.28764744825484095,-0.2893318012810754,0.7102567171347044,-0.4869506007793557,-0.08639797006243945,0.01962431236183792,0.21606266336931762,1.0,1.0073424195300689,23.0,1.11,1.0
1.605253716776335,1.5013037384810708,2.4431074773174575,2.1381014634301696,0.8424095756432616,1.512237071560566,1.7151085074392423,1.2990677752582513,0.9403762046685412,-0.05606349855715717,-0.15015394885058903,-0.5430505452634407,0.11660830515336364,0.28974282722923084,0.15339916411945315,0.0968446319617276,-0.23428732313513576,0.1432580635354019,1.0,1.0047934291440574,24.0,1.07,1.0
1.7342736092040179,1.6115790618752828,2.833626230343528,2.3320597512266947,0.8425982105343468,1.585756800031308,1.8064951710971204,1.5749607267263166,0.9742812206072292,-0.2721400659926087,0.18633853193758274,-0.33658642555695717,0.20909676470951052,0.1870943856939615,-0.32004444043138736,-0.23290787190830306,0.2074567484526402,0.037378831198935376,1.0,1.0074707608511126,25.0,0.95,1.0
1.6527835794861465,1.5182184841467075,2.5590737984368306,2.1879088529301476,0.8236341095216433,1.5113668278889432,1.7570059721219922,1.4989587671803413,1.0013337536438043,-0.5372908725960127,0.18989902000441938,0.2627259136485199,0.04254256324335054,0.2075586688658461,-0.1882747627656567,-0.1477129006482436,0.13408259822015953,-0.016100101374232022,1.0,1.005310826202652,26.0,1.185,1.0
1.3983555179132743,1.413754564830556,2.0243414104593245,1.7564306279580433,0.8664143559197062,1.260217093125904,1.184810678142112,1.3398770573071586,0.9846488442299864,-0.3982366695813115,0.2543170199582161,0.2836141970254972,-0.015002185233154733,-0.022302344915246707,-0.11211613847187939,-0.1254578202299447,-0.17547594314202913,0.22561040558795026,1.0,1.0078547783042604,27.0,1.02,1.0
1.2949563878040198,1.3671484893987693,1.793877746229869,1.673186113912282,0.8220210493197306,1.1898080294958562,1.0044553167856278,1.3121714059585048,0.9621841371072134,-0.6207667449344215,0.2904836266378084,0.1383607800959014,-0.15912375769098233,-0.04398524736441165,0.025208807359126176,-0.13099334840688234,0.023976699185176947,0.09528130378862416,1.0,1.009340929097435,28.0,1.02,1.0
1.2380271591850363,1.2858365823186428,1.6536443650381174,1.6024351618468942,0.8806277892162526,1.1213340220015982,0.7576192203601826,1.3550384687558645,1.0740674191591844,0.19878687463472944,-0.2949111896526419,-0.02495757757023015,0.10672369147057771,0.34547072110788013,-0.18158502994969442,0.020070623812883673,-0.23898148862359103,0.3902260042068389,1.0,1.0032745209339802,29.0,1.055,1.0
1.2119989118991135,1.2357365650214123,1.528031264945177,1.5458534690448273,0.8870339436414143,1.1219298505534405,0.8758537779157372,1.5358050716101432,0.43037998931636295,0.8063528203704322,-0.38595054003533513,-0.7135532176132531,-0.08996035077999272,-3.9728891799155552,5.7571518424231085,0.3643495986782666,4.086855609161408,-6.783032008359535,1.0,1.0103880165456205,30.0,0.975,1.0
1.1971512420268613,1.2788507788420433,1.6357939370781511,1.719105542051736,0.8671417127084508,1.125959032480367,0.7973611215091277,1.399848828420257,0.9734626299341936,1.1749394284450847,-1.5520672595010898,-1.532914831286659,1.2179705704733597,0.6357627995372387,-0.24705072942646045,0.1806071277040972,0.40549965818584593,-0.16741908980713485,1.0,1.0088240911235784,31.0,1.015,1.0
1.2268646038978372,1.2444090425510448,1.809253660497006,1.6861917614360011,0.8139582361266698,1.1039968390693742,0.6963078417167884,1.2592,1.410548631507822,-0.4677011752421046,-0.8137967015475488,0.8637008608627883,-0.6091801397459989,2.3300327138812853,-1.8403584104806108,-0.5709308203740779,1.3059214863111626,0.6094247362006479,1.0,1.0015075980115824,32.0,1.02,1.0
1.1788763084208216,1.1772837898392376,1.5729138497309925,1.4392836177167845,0.9589436208967507,1.1326036475614543,0.7745302248972891,1.4707184895985084,0.9496587239981513,-0.06062249514691172,-0.6954513526209117,0.0,-0.12203250378896663,-0.43680333038220087,0.19980644517770954,0.36395718140557437,-0.02592210149363905,0.0398936170212766,1.0,1.0050873714874968,33.0,1.07,1.0
1.174506051648722,1.204928853333454,1.5733442662185155,1.5355151025663165,0.9325834540267356,1.1248480558919038,0.7872454431215048,1.188775510204082,1.9515845973507124,6.522677586804709,-15.117285984765383,1.4880151036115044,-0.8216096035383363,0.05219417750867157,-0.24159220826972497,9.579113908241677,3.129642282670941,-5.284367479800162,1.0,1.004277077140872,34.0,1.19,1.0
1.164045089280623,1.1419944489524145,1.5480187486100663,1.4039740099502016,0.9957392835216947,1.1031832343313996,0.7553236018570834,1.3444671986441632,1.3391272359863633,3.631964581291386,-23.779037998880906,-1.0873267656975523,0.0,0.474446656256342,-1.398924199353379,11.446857328365693,6.275796556051233,-5.423969896789553,1.0,1.0046076056632958,35.0,0.905,1.0
1.170922421629741,1.1514772461582496,1.5407497824178211,1.409054104132327,0.9876247772437914,1.0737854967169214,0.6625525014929259,1.1499596882558456,11.97844194900323,31.623690281442343,-78.10904184084323,-19.096322434942763,24.122549453422245,84.48886257094281,-181.8014100737132,41.02198248074339,162.53061896099257,-93.74906261841258,1.0,1.0027199621581666,36.0,1.0,1.0
1.1650520410246366,1.1777799551239811,1.530314328147262,1.7083645904608629,0.8471226020089938,1.0841519158563266,0.6609992269223253,1.6226052452104907,1.7175265548698606,-3.2991520547679474,3.999022915675442,3.1913572686863767,-6.280815292813272,5.888125232362146,-9.075734375998048,1.0856280029196732,-2.724099198685618,7.325324312361936,1.0,1.0013092279801146,37.0,1.015,1.0
1.128397710275089,1.209734651413617,1.4675227023617443,1.5429614062717467,0.828212906728032,1.0746691269382154,0.6738145095064003,1.2869984797408953,1.4086267572916442,-0.4365273327631348,0.0,-1.7238234365793628,0.6964198188236442,5.726282073727202,-10.044363074262046,-7.515412832085677,11.129321607386654,-0.06786874987066202,1.0,0.9997178248650226,38.0,0.915,1.0
1.1022174979357369,1.1793599856874444,1.445573718925628,1.4410272323652358,0.9044102300340976,1.0605673090477181,0.6236620388201946,1.2958579881656802,-0.561512455394862,0.0,0.0,-3.6068788457355874,3.093558727365627,-11.040932147874464,19.330349827653375,0.0,-8.137171160856735,-1.7740075396390755,1.0,0.9999643080462656,39.0,1.125,1.0
1.1423111957358594,1.1839624729225413,1.5501440429338909,1.4546492523725698,0.9128078908611029,1.0744575330541435,0.6695795855681402,1.315500685871056,1.195069601042106,0.0,-0.6086647727272728,1.2706588712602838,-0.821805881611477,0.46551287991552787,0.004385099846699471,0.7074383396794729,-0.30222096577752294,0.18190372694483753,1.0,1.0028677977527651,40.0,1.075,1.0
1.2002720563872322,1.1560119599164311,1.6494485510004335,1.3930846542900015,0.9698929503168557,1.1083886330052537,0.7173350995713688,1.3488,4.2078276139070665,31.00709351108871,-7.972429191240403,-10.700469284528415,22.309635658767956,4.121354788610082,-4.769941623717965,-19.739443624246526,-1.810121318461655,13.854401285158245,1.0,1.0036516992291167,41.0,0.975,1.0
1.1994003063469727,1.221766767314298,1.634695938215046,1.4781363847567528,0.8944631951366202,1.1512521426038347,0.7939954844419004,1.0850480109739369,0.92453371258296,0.2091205267045556,-0.03248208114015483,0.5715197485169435,-0.2710174654537563,-1.187863521281132,0.5205558576602127,0.4281939357358147,-0.12117269990642791,-0.39612063503886313,1.0,1.0014032367010177,42.0,1.085,1.0
1.2226782438854473,1.2322044965566645,1.7618320758273116,1.5285845013110095,0.8496941282613442,1.1402265900951953,0.9810720341104895,1.390532544378698,1.4251771959365007,-0.3821457873202701,-2.0052920198820714,0.5649766252780564,-0.5918095396385287,2.7255144453594626,-2.9956085694265884,0.36397566028577133,2.8009381236444093,-0.6511801524996386,1.0,1.0033794955703799,43.0,1.02,1.0
1.3474349604683382,1.2169556406765865,2.178801389389496,1.7767970001281332,0.925053219674989,1.1670564258492144,1.1017257523509536,1.4878312601406165,0.8307075477948098,-0.6629645850845535,0.2753096562570493,0.20893097640078434,3.9418106613225854,-0.610916542277537,-0.8219762744614081,-1.5719610593589937,1.7210477843701082,-2.0170615860080665,1.0,0.9995094822353491,44.0,1.015,1.0
1.321534812214008,1.3401561350147708,2.035768675090282,1.930100298379221,0.9233041978707273,1.0980653896495987,0.7537769109089767,1.6994328922495276,0.9986746908364684,-0.6405388431143697,-0.1419404201714824,-0.4474414456915247,0.2312944136636521,1.0553072700239214,-2.3983655095749405,0.13319581011960793,1.2462866661293852,-0.030740129676259137,1.0,1.0051870364369844,45.0,0.915,1.0
1.201268299666347,1.272422498900055,1.6976851824139327,1.698392801318067,0.8739641398752013,1.0505256745510416,0.6171591413032004,1.4561907497845445,-3.3914066826046496,0.0,32.04517677559475,-42.70789898905121,10.30848695674577,0.0,209.38227419089935,-19.14466080252286,284.49466624429044,-450.61644354887017,1.0,1.0033186699928165,46.0,0.925,1.0
